TOPIC,PROBLEM LINK,SOLUTION
Dynamic Programming,Count All Palindromic Subsequence in a given String,"1. Problem Summary: The task is to count all distinct palindromic subsequences in a given string. A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements.

2. Approach: Use dynamic programming to solve this problem by creating a 2D table `dp` where `dp[i][j]` represents the count of palindromic subsequences in the substring `s[i...j]`. Initialize all diagonal elements (single characters) with 1 since every single character is a palindrome. For substrings longer than one character, if `s[i]` is equal to `s[j]`, then the count includes all subsequences between these two characters plus the subsequences from the inner substring `s[i+1...j-1]` and an additional 2 for the characters themselves. If `s[i]` is not equal to `s[j]`, subtract the overlapping subsequences. This approach ensures that all subsequences are counted without duplication.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countPalindromicSubsequences(string s) {
    int n = s.length();
    vector<vector<int>> dp(n, vector<int>(n, 0));

    for (int i = 0; i < n; i++)
        dp[i][i] = 1;
    
    for (int cl = 2; cl <= n; cl++) {
        for (int i = 0; i < n - cl + 1; i++) {
            int j = i + cl - 1;
            if (s[i] == s[j]) {
                dp[i][j] = dp[i + 1][j] + dp[i][j - 1] + 1;
            } else {
                dp[i][j] = dp[i + 1][j] + dp[i][j - 1] - dp[i + 1][j - 1];
            }
        }
    }
    return dp[0][n - 1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2) and the space complexity is also O(n^2), where n is the length of the string. This is due to the use of a 2D dp array and nested loops iterating over the string length."
Dynamic Programming,Longest Palindromic Substring,"1. Problem Summary:
   The ""Longest Palindromic Substring"" problem involves finding the longest contiguous substring of a given string that is also a palindrome.

2. Approach:
   The optimal approach to solve this problem is by using dynamic programming. We maintain a 2D table `dp` where `dp[i][j]` is `true` if the substring from index `i` to `j` in the string is a palindrome. Start by setting all single-character substrings as palindromes (`dp[i][i] = true`). For substrings of length greater than 1, `dp[i][j]` is `true` if the characters at `i` and `j` are the same and the substring `dp[i+1][j-1]` is a palindrome. We iterate over all possible lengths of substrings and update our table accordingly. Keep track of the start position and maximum length of the longest palindromic substring found during the iteration.

3. Pseudo-code:
   ```cpp
   #include<bits/stdc++.h>
   using namespace std;

   string longestPalindrome(string s) {
       int n = s.length();
       if (n == 0) return """";
       bool dp[n][n] = {false};
       int start = 0, maxLength = 1;

       // All substrings of length 1 are palindromes
       for (int i = 0; i < n; ++i)
           dp[i][i] = true;

       // Check for sub-string of length 2.
       for (int i = 0; i < n - 1; ++i) {
           if (s[i] == s[i + 1]) {
               dp[i][i + 1] = true;
               start = i;
               maxLength = 2;
           }
       }

       // Check lengths greater than 2.
       for (int len = 3; len <= n; ++len) {
           for (int i = 0; i < n - len + 1; ++i) {
               int j = i + len - 1;
               if (s[i] == s[j] && dp[i + 1][j - 1]) {
                   dp[i][j] = true;
                   start = i;
                   maxLength = len;
               }
           }
       }

       return s.substr(start, maxLength);
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity is O(n^2) and the space complexity is also O(n^2), where n is the length of the input string."
Dynamic Programming,Longest alternating subsequence,"1. Problem Summary: The Longest Alternating Subsequence (LAS) problem involves finding the length of the longest subsequence of a given sequence where the elements alternately increase and decrease.

2. Approach: The optimal algorithm uses dynamic programming. We maintain two arrays `up` and `down` where `up[i]` represents the length of the longest alternating subsequence ending at index `i` with an increasing pattern, and `down[i]` captures the same for a decreasing pattern. For each element in the sequence, you compare it with previous elements and update `up[i]` and `down[i]` based on whether the current element forms an increasing or decreasing pair with the previous elements. The solution to the problem is the maximum value found in either `up` or `down` arrays.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int longestAlternatingSubsequence(vector<int>& nums) {
    int n = nums.size();
    if (n == 1) return 1;
    vector<int> up(n, 1), down(n, 1);

    for (int i = 1; i < n; ++i) {
        for (int j = 0; j < i; ++j) {
            if (nums[i] > nums[j]) {
                up[i] = max(up[i], down[j] + 1);
            } else if (nums[i] < nums[j]) {
                down[i] = max(down[i], up[j] + 1);
            }
        }
    }

    return max(*max_element(up.begin(), up.end()), *max_element(down.begin(), down.end()));
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2) and the space complexity is O(n), where n is the length of the input sequence."
Dynamic Programming,Weighted Job Scheduling,"1. Problem Summary: The Weighted Job Scheduling problem involves finding the maximum profit from non-overlapping jobs, each with a start time, end time, and profit. The challenge is to schedule jobs to maximize total profit without job overlaps.

2. Approach: The solution uses dynamic programming. First, sort the jobs based on their end times. Initialize a DP array where `dp[i]` represents the maximum profit including the `i-th` job. For each job, compute the maximum profit by either taking the job and adding its profit to the best solution before its start, or skipping it. Use binary search to find the last non-conflicting job efficiently. This approach builds up the solution incrementally, ensuring that for each job, the optimal decision (to take or skip the job) is made based on previously computed results.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Job {
    int start, end, profit;
};

// Function to perform binary search on the 'jobs' array
int binarySearch(vector<Job>& jobs, int index) {
    int lo = 0, hi = index - 1;
    while (lo <= hi) {
        int mid = (lo + hi) / 2;
        if (jobs[mid].end <= jobs[index].start) {
            if (jobs[mid + 1].end <= jobs[index].start)
                lo = mid + 1;
            else
                return mid;
        } else {
            hi = mid - 1;
        }
    }
    return -1;
}

// Function to find the maximum profit
int findMaxProfit(vector<Job>& jobs) {
    sort(jobs.begin(), jobs.end(), [](Job& a, Job& b) { return a.end < b.end; });
    int n = jobs.size();
    vector<int> dp(n);
    dp[0] = jobs[0].profit;
    
    for (int i = 1; i < n; i++) {
        int inclProf = jobs[i].profit;
        int l = binarySearch(jobs, i);
        if (l != -1)
            inclProf += dp[l];
        dp[i] = max(dp[i-1], inclProf);
    }
    
    return dp[n-1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n log n) due to sorting and binary search operations, and the space complexity is O(n) for storing the DP results."
Dynamic Programming,Coin game winner where every player has three choices,"1. Problem Summary:  
   The ""Coin game winner where every player has three choices"" problem involves two players who take turns picking 1, x, or y coins from a pile. The winner is the player who picks the last coin(s). The task is to determine whether the first player has a winning strategy given the total number of coins and the values of x and y.

2. Approach:  
   Use dynamic programming to solve this problem by maintaining a boolean array `dp` where `dp[i]` is `true` if the first player can guarantee a win with `i` coins left. Initialize `dp[0]` to `false` since no coins left means the first player loses. For each coin count `i`, evaluate whether taking 1, x, or y coins leads to a situation where the next player is guaranteed to lose (i.e., `dp[i-1]`, `dp[i-x]`, or `dp[i-y]` is `false`). If any of these conditions hold, set `dp[i]` to `true`. The result for the game is found at `dp[n]`.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   bool canFirstPlayerWin(int n, int x, int y) {
       vector<bool> dp(n+1, false);
       dp[0] = false; // If no coins are left, the first player loses.
       for (int i = 1; i <= n; i++) {
           bool take1 = i-1 >= 0 ? !dp[i-1] : false;
           bool takex = i-x >= 0 ? !dp[i-x] : false;
           bool takey = i-y >= 0 ? !dp[i-y] : false;
           dp[i] = take1 || takex || takey;
       }
       return dp[n];
   }
   ```

4. Time Complexity and Space Complexity:  
   The time and space complexity of the algorithm are both O(n), where n is the number of coins."
Dynamic Programming,Count Derangements (Permutation such that no element appears in its original position) [ IMPORTANT ],"1. Problem Summary: 
   In the ""Count Derangements"" problem, you are asked to find the number of permutations of a set of `n` elements where no element appears in its original position. This is also known as a subfactorial or derangement problem.

2. Approach: 
   The problem can be approached using dynamic programming. Let `D(n)` represent the number of derangements of `n` items. The recursive relation is derived by considering the placement of the first item. It can either go into any of the `n-1` positions. If the first item is placed in position `k`, then there are two subproblems: arranging `n-2` remaining items (excluding the item originally in position `k`), and arranging `n-1` items if the item `k` goes to position 1. Thus, the recurrence relation is `D(n) = (n-1) * (D(n-1) + D(n-2))`. Initialize with base cases `D(1) = 0` and `D(2) = 1`. Use a bottom-up dynamic programming approach to fill up a table for `D(n)`.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int countDerangements(int n) {
    if (n == 1) return 0;
    if (n == 2) return 1;
    vector<int> dp(n + 1);
    dp[1] = 0;
    dp[2] = 1;
    for (int i = 3; i <= n; i++) {
        dp[i] = (i - 1) * (dp[i - 1] + dp[i - 2]);
    }
    return dp[n];
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(n) due to the single loop calculating derangements for all numbers up to `n`. The space complexity is also O(n) because of the storage required for the dynamic programming table."
Dynamic Programming,Maximum profit by buying and selling a share at most twice [ IMP ],"1. Problem Summary: The problem is to find the maximum profit that can be earned by buying and selling a stock at most twice on different days. The stock prices for different days are given in an array.

2. Approach: The optimal approach involves using dynamic programming to track two transactions. First, compute the maximum profit that can be made with a single transaction up to each day. Store these values. Then, compute the maximum profit for two transactions by iterating from the last day to the first day, updating the potential second transaction profit using the previously stored values. The key is to maintain two arrays: one for the maximum profit up to each day with one transaction, and another for the maximum profit from each day to the end with at most two transactions.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int maxProfit(vector<int>& prices) {
    int n = prices.size();
    if (n < 2) return 0;

    // Array to store max profit by one transaction up to day i
    vector<int> profit1(n, 0);
    int minPrice = prices[0];
    for (int i = 1; i < n; i++) {
        minPrice = min(minPrice, prices[i]);
        profit1[i] = max(profit1[i - 1], prices[i] - minPrice);
    }

    // Array to store max profit by two transactions, one ending on or before day i
    vector<int> profit2(n, 0);
    int maxPrice = prices[n - 1];
    for (int i = n - 2; i >= 0; i--) {
        maxPrice = max(maxPrice, prices[i + 1]);
        profit2[i] = max(profit2[i + 1], maxPrice - prices[i]);
    }

    // Combine the profits to find the maximum profit with at most two transactions
    int maxProfit = 0;
    for (int i = 0; i < n; i++) {
        maxProfit = max(maxProfit, profit1[i] + profit2[i]);
    }
    return maxProfit;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) and the space complexity is O(n), where n is the number of days."
Dynamic Programming,Optimal Strategy for a Game,"1. Problem Summary: In the ""Optimal Strategy for a Game"" problem, you are given a row of coins of different values, and two players take turns picking a coin from either end of the row. The objective is to maximize the amount of money a player can collect by the end of the game.

2. Approach: The solution uses dynamic programming to solve the problem by considering all possible outcomes and choosing the optimal strategy at each step. We define a 2D array `dp[i][j]` where each element represents the maximum value a player can collect from coins between indices `i` and `j`. The player can choose either the coin at the beginning (`i`) or the end (`j`). If the player picks `i`, the opponent will then play optimally for the remaining coins from `i+1` to `j`. Similarly, if the player picks `j`, the opponent will play optimally from `i` to `j-1`. The recurrence relation thus becomes `dp[i][j] = max(coins[i] + min(dp[i+2][j], dp[i+1][j-1]), coins[j] + min(dp[i+1][j-1], dp[i][j-2]))`. This captures the decision making process, taking into account the opponent's optimal response.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int optimalStrategy(vector<int>& coins) {
    int n = coins.size();
    vector<vector<int>> dp(n, vector<int>(n, 0));

    for (int gap = 0; gap < n; ++gap) {
        for (int i = 0, j = gap; j < n; ++i, ++j) {
            int x = (i + 2 <= j) ? dp[i + 2][j] : 0;
            int y = (i + 1 <= j - 1) ? dp[i + 1][j - 1] : 0;
            int z = (i <= j - 2) ? dp[i][j - 2] : 0;
            dp[i][j] = max(coins[i] + min(x, y), coins[j] + min(y, z));
        }
    }
    return dp[0][n - 1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2) due to the nested loops and filling up the dp table, and the space complexity is also O(n^2) because of the storage required for the 2D dp array."
Dynamic Programming,Optimal Binary Search Tree,"1. Problem Summary:
   The Optimal Binary Search Tree (OBST) problem involves finding the least costly binary search tree for a given set of keys with their respective probabilities of being accessed. The cost is determined by the sum of the products of key access probabilities and their depths in the tree.

2. Approach:
   The solution uses dynamic programming to compute the minimum search cost for a sequence of keys. We define a 2D array `dp[i][j]` where `dp[i][j]` represents the minimum cost of constructing an OBST from keys `i` to `j`. We compute `dp[i][j]` by considering each key `k` in the range `i` to `j` as the root, and summing the costs of the left and right subtrees, which are recursively calculated. The total cost for a root `k` is the sum of the costs of the subtrees plus the sum of the probabilities of all keys from `i` to `j`, as the depth increases by one for these keys. The final answer is `dp[1][n]`, where `n` is the number of keys.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

double optimalSearchTree(vector<int>& keys, vector<double>& p) {
    int n = keys.size();
    vector<vector<double>> dp(n+1, vector<double>(n+1, 0));
    vector<double> sumP(n+1, 0);
    
    for (int i = 1; i <= n; i++) {
        sumP[i] = sumP[i-1] + p[i-1];
        dp[i][i] = p[i-1];
    }
    
    for (int len = 2; len <= n; len++) {
        for (int i = 1; i <= n - len + 1; i++) {
            int j = i + len - 1;
            dp[i][j] = DBL_MAX;
            double sum = sumP[j] - sumP[i-1];
            for (int r = i; r <= j; r++) {
                double cost = ((r > i) ? dp[i][r-1] : 0) + ((r < j) ? dp[r+1][j] : 0) + sum;
                dp[i][j] = min(dp[i][j], cost);
            }
        }
    }
    return dp[1][n];
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(n^3) due to the three nested loops, and the space complexity is O(n^2) for storing the dynamic programming table."
Dynamic Programming,Palindrome PartitioningProblem,"1. Problem Summary: The Palindrome Partitioning Problem involves splitting a given string into as few substrings as possible such that each substring is a palindrome. The goal is to determine the minimum number of cuts needed.

2. Approach: The dynamic programming approach involves two main steps. First, create a 2D boolean array `isPalindrome` where `isPalindrome[i][j]` is true if the substring from index `i` to `j` is a palindrome. This can be filled by checking characters and using previously computed palindrome information. Second, use another array `minCut` where `minCut[i]` represents the minimum cuts needed for the substring starting from the beginning up to index `i`. For each character, if the substring ending at that character is a palindrome, update the `minCut` array using the minimum of the previous results plus one cut. This approach ensures that each substring is checked minimally and efficiently.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int minPalindromePartitions(string s) {
    int n = s.size();
    vector<vector<bool>> isPalindrome(n, vector<bool>(n, false));
    vector<int> minCut(n, 0);

    for (int i = 0; i < n; i++) {
        minCut[i] = i;  // maximum cuts
        for (int j = 0; j <= i; j++) {
            if (s[j] == s[i] && (i - j <= 2 || isPalindrome[j + 1][i - 1])) {
                isPalindrome[j][i] = true;
                if (j == 0)
                    minCut[i] = 0;
                else
                    minCut[i] = min(minCut[i], minCut[j - 1] + 1);
            }
        }
    }
    return minCut[n - 1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2) due to the nested loops for checking palindromes and calculating cuts, and the space complexity is also O(n^2) due to the 2D boolean array for palindrome checks."
Dynamic Programming,Word Wrap Problem,"1. Problem Summary: The Word Wrap Problem involves arranging a sequence of words such that they fit within a fixed width line while minimizing the cost of breaking lines. The cost is typically calculated based on the square of the number of extra spaces at the end of each line, except the last one.

2. Approach: The optimal algorithm uses dynamic programming to solve this problem. We define `cost[i][j]` as the cost of putting words from `i` to `j` in a single line. If the combined length of words from `i` to `j` with spaces exceeds the line width, `cost[i][j]` is set to infinity. Otherwise, it's set to the square of the remaining space after placing these words. We then use an array `dp[]`, where `dp[i]` represents the minimum cost of wrapping words from 1 to `i`. We compute `dp[i]` by considering each `k` from 1 to `i` and checking if words from `k` to `i` can fit on one line, updating `dp[i]` as the minimum of its current value and `dp[k-1] + cost[k][i]`. Finally, `dp[n]` gives the minimum cost for all words.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int solveWordWrap(vector<int>& words, int maxWidth) {
    int n = words.size();
    vector<vector<int>> cost(n+1, vector<int>(n+1, 0));
    vector<int> dp(n+1, INT_MAX);
    vector<int> sum(n+1, 0);

    // Precompute cumulative lengths
    for (int i = 1; i <= n; i++)
        sum[i] = sum[i-1] + words[i-1];

    // Calculate cost of putting words from i to j in one line
    for (int i = 1; i <= n; i++) {
        for (int j = i; j <= n; j++) {
            int len = sum[j] - sum[i-1] + (j - i);
            if (len <= maxWidth)
                cost[i][j] = (maxWidth - len) * (maxWidth - len);
            else
                cost[i][j] = INT_MAX;
        }
    }

    // Calculate minimum cost using dp
    dp[0] = 0;
    for (int i = 1; i <= n; i++) {
        for (int j = 1; j <= i; j++) {
            if (cost[j][i] != INT_MAX && dp[j-1] != INT_MAX)
                dp[i] = min(dp[i], dp[j-1] + cost[j][i]);
        }
    }

    return dp[n];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2) and the space complexity is also O(n^2), where n is the number of words."
Dynamic Programming,Mobile Numeric Keypad Problem [ IMP ],"1. Problem Summary:  
   The Mobile Numeric Keypad Problem involves finding out the number of possible numbers of a given length that can be formed using a standard mobile numeric keypad, where from each key, you can move to certain other keys (or stay on the same key) to form a number.

2. Approach:  
   Utilize dynamic programming to solve this problem by creating a 2D table `dp` where `dp[i][j]` represents the number of ways to form a number of length `i` using the key `j`. Initialize `dp[0][j]` as 1 for all `j` since any single key can be a number of length 1. For each length from 2 to `n`, update `dp[i][j]` by summing valid moves from the previous length. The valid moves can be determined based on the allowed transitions from each key (e.g., from key 2, you can move to keys 1, 3, 5, 2 itself). Finally, sum up the values in the last row of `dp` to get the total count of numbers of length `n`.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countNumbers(int n) {
    vector<vector<int>> moves = {
        {0, 8}, {1, 2, 4}, {1, 2, 3, 5}, {2, 3, 6},
        {1, 4, 5, 7}, {2, 4, 5, 6, 8}, {3, 5, 6, 9},
        {4, 7, 8}, {5, 7, 8, 9, 0}, {6, 8, 9}
    };
    vector<vector<int>> dp(n + 1, vector<int>(10, 0));

    for (int j = 0; j < 10; j++) {
        dp[1][j] = 1;
    }

    for (int i = 2; i <= n; i++) {
        for (int j = 0; j < 10; j++) {
            for (auto move : moves[j]) {
                dp[i][j] += dp[i-1][move];
            }
        }
    }

    int totalCount = 0;
    for (int j = 0; j < 10; j++) {
        totalCount += dp[n][j];
    }

    return totalCount;
}
```

4. Time Complexity and Space Complexity:  
   The time complexity is O(n), and the space complexity is O(n), where n is the length of the number to be formed."
Dynamic Programming,Boolean Parenthesization Problem,"1. Problem Summary: 
The Boolean Parenthesization Problem involves finding the number of ways to parenthesize a boolean expression (made of symbols `T` (True), `F` (False) and operators `&` (AND), `|` (OR), `^` (XOR)) such that the expression evaluates to a given boolean value.

2. Approach:
The problem is solved using dynamic programming by breaking down the expression into subexpressions and calculating the number of ways each subexpression can evaluate to `True` or `False`. We use two matrices (`dpT` and `dpF`) to store the number of ways subexpressions can evaluate to `True` and `False` respectively. For each subexpression defined by its start and end in the expression, and for each possible way of splitting this subexpression around an operator, we calculate contributions to these matrices based on operator type and the values in `dpT` and `dpF` for the left and right subexpressions. This recursive division and the memoization of results help in efficiently solving larger expressions based on solutions to smaller subexpressions.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countParenth(string symbols, string operators) {
    int n = symbols.size();
    vector<vector<int>> dpT(n, vector<int>(n, 0)), dpF(n, vector<int>(n, 0));

    for (int i = 0; i < n; i++) {
        dpT[i][i] = (symbols[i] == 'T') ? 1 : 0;
        dpF[i][i] = (symbols[i] == 'F') ? 1 : 0;
    }

    for (int length = 2; length <= n; length++) {
        for (int i = 0; i < n - length + 1; i++) {
            int j = i + length - 1;
            for (int k = i; k < j; k++) {
                int totalIK = dpT[i][k] + dpF[i][k];
                int totalKJ = dpT[k+1][j] + dpF[k+1][j];

                if (operators[k] == '&') {
                    dpT[i][j] += dpT[i][k] * dpT[k+1][j];
                    dpF[i][j] += totalIK * totalKJ - dpT[i][k] * dpT[k+1][j];
                } else if (operators[k] == '|') {
                    dpF[i][j] += dpF[i][k] * dpF[k+1][j];
                    dpT[i][j] += totalIK * totalKJ - dpF[i][k] * dpF[k+1][j];
                } else if (operators[k] == '^') {
                    dpT[i][j] += dpF[i][k] * dpT[k+1][j] + dpT[i][k] * dpF[k+1][j];
                    dpF[i][j] += dpT[i][k] * dpT[k+1][j] + dpF[i][k] * dpF[k+1][j];
                }
            }
        }
    }
    return dpT[0][n-1];
}
```

4. Time Complexity and Space Complexity:
The time complexity is O(n^3) due to the three nested loops, and the space complexity is O(n^2) because of the storage required for the two matrices."
Dynamic Programming,Largest rectangular sub-matrix whose sum is 0,"1. Problem Summary: The problem is to find the largest sub-matrix within a given matrix where the sum of the elements is zero. This sub-matrix can be of any size and located anywhere within the larger matrix.

2. Approach: The optimal solution uses a combination of dynamic programming and hashing. First, iterate over all possible pairs of row indices (top and bottom). For each pair, compute the cumulative sum of elements column-wise between these two rows. This transformation reduces the problem to finding the largest subarray with a sum of zero in a 1D array for each column segment. Use a hashmap to store the sum of elements up to each column index and check if the same sum has occurred before. If it has, the subarray between the previous index where this sum occurred and the current column index has a sum of zero. Update the maximum size of the sub-matrix found so far. Repeat this for each pair of rows.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

pair<int, int> largestZeroSumSubmatrix(vector<vector<int>>& matrix) {
    int maxArea = 0;
    int rows = matrix.size(), cols = matrix[0].size();
    pair<int, int> topLeft, bottomRight;

    for (int top = 0; top < rows; top++) {
        vector<int> temp(cols, 0);
        for (int bottom = top; bottom < rows; bottom++) {
            for (int i = 0; i < cols; i++) {
                temp[i] += matrix[bottom][i];
            }
            
            unordered_map<int, int> sumMap;
            sumMap[0] = -1;
            int currSum = 0;
            for (int i = 0; i < cols; i++) {
                currSum += temp[i];
                if (sumMap.find(currSum) != sumMap.end()) {
                    int width = i - sumMap[currSum];
                    int area = width * (bottom - top + 1);
                    if (area > maxArea) {
                        maxArea = area;
                        topLeft = {top, sumMap[currSum] + 1};
                        bottomRight = {bottom, i};
                    }
                } else {
                    sumMap[currSum] = i;
                }
            }
        }
    }
    return {topLeft, bottomRight};
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^3 * m) and the space complexity is O(m), where n is the number of rows and m is the number of columns in the matrix. The cubic time complexity arises from iterating over all pairs of rows and then iterating over columns, while the space complexity is due to storing cumulative sums and the hashmap."
Dynamic Programming,Largest area rectangular sub-matrix with equal number of 1’s and 0’s [ IMP ],"1. Problem Summary: The problem is to find the largest rectangular sub-matrix in a binary matrix (consisting of 0's and 1's) where the number of 1's and 0's are equal. The challenge is to optimize the solution to handle larger matrices efficiently.

2. Approach: The optimal approach involves using a dynamic programming technique combined with hashing. First, transform the matrix such that each 0 becomes -1, which allows us to use a prefix sum to find subarrays with a sum of 0 (indicating equal numbers of 1's and 0's). For each pair of rows, compute the cumulative sum for columns between these rows. Use a hash map to store the first occurrence of each cumulative sum. If the same sum occurs again, it indicates a subarray (bounded by these two rows) with equal numbers of 1's and 0's. Update the maximum area if this sub-matrix is larger than the previously found one. This approach leverages the idea of finding zero-sum subarrays using prefix sums and hashing, which is a common technique in array processing problems.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int largestSubmatrixWithEqualZeroesOnes(vector<vector<int>>& matrix) {
    int rows = matrix.size();
    int cols = matrix[0].size();
    int maxArea = 0;

    // Transform matrix: replace 0s with -1s
    for (int i = 0; i < rows; ++i) {
        for (int j = 0; j < cols; ++j) {
            if (matrix[i][j] == 0) matrix[i][j] = -1;
        }
    }

    // Process each pair of rows
    for (int startRow = 0; startRow < rows; ++startRow) {
        vector<int> sum(cols, 0);
        for (int endRow = startRow; endRow < rows; ++endRow) {
            for (int col = 0; col < cols; ++col) {
                sum[col] += matrix[endRow][col];
            }

            // Find largest subarray with 0 sum in this row pair using hashing
            unordered_map<int, int> map;
            map[0] = -1;
            int currSum = 0;
            for (int col = 0; col < cols; ++col) {
                currSum += sum[col];
                if (map.find(currSum) != map.end()) {
                    int width = col - map[currSum];
                    int area = width * (endRow - startRow + 1);
                    maxArea = max(maxArea, area);
                } else {
                    map[currSum] = col;
                }
            }
        }
    }
    return maxArea;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(rows^2 * cols), and the space complexity is O(cols), where `rows` and `cols` are the dimensions of the matrix. This is due to the nested loops over rows and the single pass over columns within these loops, combined with hashing operations."
Dynamic Programming,Maximum sum rectangle in a 2D matrix,"1. Problem Summary: 
The problem is to find the maximum sum of any rectangle in a given 2D matrix. This sub-matrix must be contiguous along both rows and columns.

2. Approach:
The optimal solution uses a combination of dynamic programming and Kadane's algorithm. We start by considering all possible pairs of rows. For each pair, we collapse these rows into a single row by summing up their corresponding columns. This transformed row now represents the sum of elements between the two rows for each column. We then apply Kadane’s algorithm to this row to find the maximum subarray sum, which corresponds to the maximum sum rectangle between these two rows. We repeat this for all row pairs and keep track of the maximum sum found. This approach leverages the reduction of a 2D problem to a 1D maximum subarray problem, making it easier to apply a well-known solution.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int maxSumRectangle(vector<vector<int>>& matrix) {
    int rows = matrix.size();
    int cols = matrix[0].size();
    int maxSum = INT_MIN;

    for (int left = 0; left < cols; ++left) {
        vector<int> temp(rows, 0);
        for (int right = left; right < cols; ++right) {
            for (int i = 0; i < rows; ++i) {
                temp[i] += matrix[i][right];
            }
            maxSum = max(maxSum, kadane(temp));
        }
    }
    return maxSum;
}

int kadane(vector<int>& arr) {
    int maxEndingHere = arr[0], maxSoFar = arr[0];
    for (int i = 1; i < arr.size(); ++i) {
        maxEndingHere = max(arr[i], maxEndingHere + arr[i]);
        maxSoFar = max(maxSoFar, maxEndingHere);
    }
    return maxSoFar;
}
```

4. Time Complexity and Space Complexity: 
The time complexity is O(cols^2 * rows), and the space complexity is O(rows), where `cols` and `rows` are the number of columns and rows in the matrix, respectively."
Dynamic Programming,Maximum profit by buying and selling a share at most k times,"1. Problem Summary:
   The problem involves finding the maximum profit that can be made by buying and selling a stock at most `k` times given the stock price for `n` days. The challenge is to maximize profit under the constraint that you must sell the stock before buying it again.

2. Approach:
   Use dynamic programming to solve this problem by creating a 2D DP table where `dp[i][j]` represents the maximum profit up to day `j` with at most `i` transactions. For each day and transaction count, calculate the maximum of two scenarios: not trading on that day, or selling on that day which includes the best buying day's profit. This can be optimized by keeping track of the maximum profit possible with one less transaction minus the cost of the stock on previous days. Iteratively update this maximum as you move forward in days to avoid the inner loop over all previous days, thus reducing time complexity.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int maxProfit(int k, vector<int>& prices) {
    int n = prices.size();
    if (n == 0) return 0;
    
    vector<vector<int>> dp(k+1, vector<int>(n, 0));
    for (int i = 1; i <= k; i++) {
        int maxDiff = -prices[0];
        for (int j = 1; j < n; j++) {
            dp[i][j] = max(dp[i][j-1], prices[j] + maxDiff);
            maxDiff = max(maxDiff, dp[i-1][j] - prices[j]);
        }
    }
    return dp[k][n-1];
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(kn) and the space complexity is O(kn), where `n` is the number of days and `k` is the maximum number of transactions allowed."
